SalesOrderID,CustomerID,CustomerType
70625,17160,I
70640,17433,I
70614,24319,I
70637,16129,I
71185,17135,I
71209,23508,I
71167,18843,I
71184,15409,I
71205,28030,I
71210,23480,I
71171,15298,I
71186,13161,I
71180,12434,I
71165,21503,I
71169,15479,I
71213,18679,I
71183,13384,I
71649,15332,I
71642,24657,I
71661,14333,I
71680,23833,I
71660,12366,I
71639,28056,I
71679,27617,I
71665,16136,I
72424,28257,I
72396,16216,I
72403,13733,I
72407,13462,I
72392,11857,I
72369,29211,I
72404,18611,I
72375,17132,I
72374,17687,I
72398,14025,I
72423,25063,I
72982,20285,I
72973,11685,I
72987,16671,I
72979,28679,I
73019,24224,I
72986,15373,I
73018,25000,I
72988,15867,I
73600,18791,I
73625,20753,I
73598,19154,I
73621,26297,I
73591,28019,I
73626,23870,I
73615,18789,I
73601,16957,I
74083,22238,I
74052,15848,I
74065,15502,I
74081,25038,I
74048,18887,I
74059,11532,I
74043,27011,I
74062,12963,I
74063,18827,I
74047,20778,I
74348,23243,I
74362,11218,I
74349,23020,I
74352,18472,I
74603,16954,I
74600,20775,I
74605,15293,I
74615,11067,I
74594,28677,I
74606,16502,I
74864,18813,I
74857,27538,I
74843,11137,I
74860,21617,I
75066,29216,I
75076,23273,I
75080,18805,I
75074,24672,I
75081,13929,I
75071,25858,I
75078,22341,I
43723,14520,I
43754,27617,I
43990,25872,I
44061,27919,I
44062,28041,I
44169,28179,I
44242,28163,I
44442,14599,I
44473,28255,I
44606,28772,I
44700,28769,I
44701,14636,I
44731,28661,I
44845,28845,I
44975,28823,I
44976,28824,I
45027,28871,I
45026,25962,I
45215,29208,I
45255,29258,I
45388,25986,I
45387,11224,I
45441,11216,I
45442,29335,I
45626,11259,I
45670,11541,I
45855,14754,I
45897,11933,I
46000,11778,I
46272,12116,I
46313,12078,I
46315,12142,I
46431,12901,I
46484,12437,I
46546,12780,I
46544,12766,I
46548,12418,I
46549,12452,I
46547,12917,I
46591,12773,I
46593,12912,I
46735,13226,I
46802,15188,I
46867,13029,I
46912,13177,I
46915,26276,I
47124,13384,I
47195,13355,I
47194,13269,I
47329,13367,I
47557,13431,I
47608,26322,I
47832,13478,I
47948,13450,I
48126,14115,I
48224,26581,I
48222,14116,I
48467,15409,I
48646,13722,I
48647,26625,I
48645,14283,I
48844,15492,I
48843,15489,I
48847,14336,I
48914,26735,I
48978,14290,I
49243,27074,I
49317,14355,I
49321,27063,I
49609,14367,I
49681,13890,I
49952,15840,I
50043,14398,I
50107,27254,I
50486,14448,I
50633,14420,I
50825,27570,I
50916,27531,I
51004,13978,I
51006,14461,I
51066,27556,I
51277,11278,I
51275,11265,I
51414,16231,I
51664,13742,I
51670,24421,I
52182,19168,I
52179,23249,I
52188,15430,I
52208,21603,I
52173,26278,I
52180,19727,I
52189,15257,I
52174,23785,I
52172,24989,I
52610,28678,I
52587,27729,I
52609,13884,I
52594,14468,I
52995,12938,I
52976,29268,I
52979,25435,I
52997,18963,I
53368,21443,I
53362,12057,I
53371,17570,I
53369,19860,I
53351,12168,I
53388,16879,I
53365,23188,I
53395,19406,I
53370,17569,I
53364,28791,I
53367,23299,I
53934,24452,I
53931,12065,I
53960,12908,I
53939,21432,I
53930,27207,I
53938,22242,I
53933,28241,I
53958,11718,I
53936,23714,I
54425,24345,I
54399,19025,I
54426,19682,I
54416,16890,I
54392,27109,I
54847,18097,I
54835,24941,I
54829,28330,I
54859,12144,I
54871,22368,I
54864,12116,I
54845,17158,I
54872,19701,I
54843,17519,I
55147,29241,I
55173,13979,I
55148,11213,I
55159,19896,I
55172,13183,I
55709,14511,I
55730,22046,I
55702,22244,I
55689,11532,I
55692,28809,I
55696,25351,I
55710,17556,I
55698,23732,I
55701,22081,I
55693,29049,I
55707,15894,I
55716,11936,I
56149,22122,I
56155,19641,I
56140,27023,I
56143,24830,I
56157,13899,I
56146,26542,I
56141,25259,I
56170,12533,I
56144,24991,I
56176,11541,I
56177,12707,I
56137,11013,I
56184,22045,I
56142,24451,I
56568,15173,I
56574,11643,I
56543,11785,I
56557,23072,I
56561,15951,I
56562,14908,I
56583,13177,I
56563,14878,I
56567,14608,I
56589,22874,I
56912,28783,I
56952,22074,I
56921,26696,I
56911,28599,I
56951,28845,I
56923,21782,I
57545,27730,I
57589,22135,I
57571,13703,I
57546,28278,I
57570,13014,I
57580,13414,I
57586,28870,I
57565,11662,I
57555,17505,I
57549,26333,I
57979,21784,I
57997,14355,I
58001,13403,I
57974,25624,I
58015,14737,I
58014,22992,I
57994,13180,I
57985,16107,I
57999,14336,I
57967,11508,I
58012,25175,I
58438,21304,I
58440,17430,I
58433,24658,I
58426,28874,I
58443,14401,I
58452,17127,I
58463,24752,I
58436,21302,I
58454,14088,I
58789,26455,I
58801,14296,I
58808,11321,I
58813,13355,I
58810,17121,I
58795,20524,I
58824,22972,I
58793,23504,I
58794,20457,I
59541,17159,I
59538,13169,I
59571,17389,I
59545,15902,I
59515,22777,I
59548,13653,I
59512,25930,I
59537,12115,I
59528,13659,I
59542,14418,I
59543,12766,I
59568,22290,I
59569,23144,I
59563,25903,I
60062,23241,I
60095,12025,I
60097,13449,I
60059,26341,I
60091,12877,I
60060,24953,I
60109,17124,I
60069,17444,I
60114,20295,I
60068,17531,I
60048,28780,I
60116,17386,I
60098,13431,I
60111,17672,I
60071,15849,I
60093,13910,I
60096,14117,I
60578,26552,I
60593,15486,I
60590,18844,I
60601,11829,I
60564,12115,I
60603,14385,I
60616,23178,I
60563,12085,I
60605,14116,I
60579,24390,I
61129,19654,I
61156,11778,I
61128,21452,I
61123,25006,I
61117,13072,I
61125,23180,I
61131,18652,I
61681,23790,I
61711,14613,I
61689,15297,I
61690,13880,I
61680,25898,I
61706,12057,I
61720,29204,I
61727,17564,I
61691,13245,I
61707,11713,I
61679,24931,I
61724,25962,I
62184,26451,I
62189,23191,I
62197,15837,I
62186,27474,I
62223,25421,I
62187,26679,I
62192,21612,I
62214,19721,I
62191,20635,I
62182,27391,I
62179,11646,I
62667,14421,I
62666,14448,I
62651,15508,I
62647,24290,I
62644,28984,I
62646,28577,I
62684,22864,I
62650,17530,I
62663,14510,I
63078,23292,I
63071,11722,I
63087,13861,I
63086,14376,I
63080,21799,I
63082,21312,I
63769,11747,I
63779,19720,I
63783,14027,I
63802,26623,I
63776,22721,I
63788,11941,I
64289,20735,I
64270,17560,I
64263,23157,I
64285,29225,I
64286,24762,I
64262,24743,I
64261,25275,I
64256,27396,I
64264,23263,I
64267,20409,I
65108,24511,I
65099,11838,I
65127,12138,I
65113,16856,I
65110,23025,I
65126,12528,I
65124,11182,I
65787,27074,I
65789,18653,I
65773,15851,I
65765,15390,I
65788,23371,I
65796,21146,I
65791,23390,I
65792,23450,I
65762,21628,I
65774,15534,I
65759,27034,I
65764,16780,I
65772,11682,I
66282,18396,I
66277,26088,I
66283,18404,I
66315,18049,I
66279,24981,I
66299,15840,I
66276,25190,I
66310,23142,I
66309,23141,I
66273,11311,I
66314,21149,I
66275,29171,I
66288,15163,I
66300,15980,I
66811,16761,I
66812,14744,I
66787,27650,I
66799,14405,I
66808,11970,I
66813,15778,I
66793,22902,I
66824,23403,I
66796,21772,I
66791,25089,I
67255,21141,I
67256,21143,I
67257,17871,I
67235,16776,I
67227,19151,I
67221,22762,I
67228,17438,I
67216,28582,I
67253,23666,I
67243,15937,I
67840,11857,I
67857,24765,I
67883,16908,I
67855,26258,I
67863,22102,I
67869,14384,I
67862,22101,I
67856,24758,I
67898,23474,I
67878,13294,I
67854,29134,I
67879,13172,I
67896,25994,I
68391,23668,I
68351,11166,I
68360,18880,I
68365,15416,I
68390,23479,I
68353,28249,I
69364,19842,I
69338,15977,I
69344,13930,I
69341,15421,I
69366,14915,I
69342,16367,I
69370,16104,I
69329,26464,I
69331,23053,I
69336,18579,I
69343,14624,I
69345,15243,I
70107,26039,I
70141,18225,I
70100,12099,I
70159,21599,I
70130,14022,I
70156,23584,I
70120,15898,I
70155,23860,I
70137,17544,I
70101,28965,I
70102,28970,I
70090,12144,I
70109,25874,I
70144,13154,I
70138,15290,I
70140,18224,I
70692,20101,I
70739,21812,I
70718,17134,I
70688,27048,I
70690,21689,I
70694,14506,I
70720,17412,I
70684,11633,I
70702,11232,I
70711,13385,I
70721,17413,I
70732,25364,I
70715,15325,I
70713,17425,I
70686,27376,I
70735,27671,I
70706,12199,I
70708,12063,I
70717,17423,I
71257,17264,I
71270,11084,I
71238,16117,I
71274,20078,I
71232,11713,I
71250,13398,I
71277,21596,I
71739,16914,I
71711,28265,I
71761,27542,I
71742,17017,I
71719,21319,I
71766,21427,I
71740,16915,I
71758,11167,I
71723,16722,I
71759,26005,I
71745,17141,I
71734,12064,I
71695,12145,I
71768,18655,I
72501,21923,I
72475,11166,I
72483,18395,I
72440,13182,I
72502,14888,I
72500,24321,I
72506,18803,I
72459,18977,I
72477,11848,I
72505,18998,I
72465,13934,I
72479,18860,I
72496,28297,I
72504,18980,I
72461,16923,I
73078,25077,I
73089,19148,I
73084,22013,I
73052,26553,I
73058,16378,I
73051,28037,I
73083,28255,I
73048,11254,I
73050,28081,I
73068,14082,I
73088,19119,I
74142,22253,I
74112,22726,I
74114,21495,I
74117,18834,I
74125,11717,I
74110,24727,I
74127,13735,I
74390,20491,I
74398,14340,I
74379,11182,I
74385,25178,I
74397,14482,I
74376,11309,I
74388,21395,I
74378,28863,I
74377,11235,I
74410,11985,I
74391,20276,I
74382,26595,I
74375,11644,I
74637,18969,I
74631,23124,I
74633,23000,I
74636,18952,I
74638,20275,I
74630,24623,I
74886,27741,I
74891,23037,I
74896,18870,I
74888,25932,I
74890,25187,I
74885,28262,I
74884,28277,I
74898,18797,I
74889,25004,I
74910,12776,I
74908,11013,I
75085,11927,I
75107,14029,I
75102,19893,I
75104,17151,I
75119,11981,I
75098,23381,I
43839,27673,I
44352,28297,I
44615,28654,I
44616,28655,I
44617,28666,I
44613,28628,I
44736,14634,I
44856,14651,I
44919,29017,I
45035,28839,I
45034,28822,I
45114,29146,I
45116,29204,I
45117,14727,I
45220,29207,I
45218,25982,I
45222,14728,I
45217,29144,I
45259,29225,I
45260,29150,I
45261,29175,I
45263,14722,I
45446,25990,I
45734,11630,I
45778,26002,I
46018,11663,I
46165,12141,I
46163,12042,I
46279,12155,I
46284,14888,I
46280,12121,I
46321,14894,I
46740,12980,I
46805,13055,I
46922,13088,I
46924,13203,I
47131,13243,I
47132,13283,I
47134,26296,I
47201,26277,I
47202,26285,I
47342,26304,I
47838,13456,I
48132,26521,I
48181,13705,I
48285,15372,I
48279,14121,I
48480,26642,I
48573,15419,I
48574,15422,I
48852,15503,I
48851,26717,I
48927,26703,I
48928,15502,I
49033,13747,I
49255,15523,I
49623,27088,I
49689,14377,I
49815,27089,I
49817,27096,I
49962,27226,I
50186,14412,I
50419,14453,I
50497,14419,I
50496,14452,I
50573,15934,I
50651,15888,I
50641,27455,I
50846,13979,I
50845,13947,I
50935,15980,I
51076,15959,I
51289,11084,I
51295,24425,I
51436,16218,I
51438,19212,I
51431,11063,I
51554,11266,I
51552,13747,I
51556,11022,I
51678,11224,I
51685,19201,I
52251,13372,I
52225,29014,I
52239,19733,I
52265,15558,I
52229,26573,I
52230,24497,I
52267,11529,I
52236,23050,I
52228,24820,I
52227,26598,I
52264,16886,I
52238,20696,I
52661,28769,I
52663,25096,I
52656,13153,I
52636,14916,I
52617,11957,I
52631,21715,I
52632,21574,I
53046,12979,I
53049,15561,I
53051,13870,I
53021,29000,I
53022,28003,I
53031,21159,I
53416,23577,I
53422,15940,I
53444,26322,I
53434,14266,I
53400,11973,I
53401,11879,I
53402,11985,I
53435,16811,I
53447,19396,I
53417,23274,I
53991,11681,I
54022,16894,I
53995,27016,I
54029,26330,I
54033,24780,I
53998,22060,I
54002,17379,I
54020,13053,I
54004,14629,I
54445,21321,I
54449,15509,I
54451,13945,I
54474,19717,I
54464,12420,I
54468,11535,I
54439,11293,I
54463,14002,I
55215,11153,I
55216,12185,I
55218,12951,I
55192,28991,I
55196,20513,I
55203,15871,I
55200,20520,I
55189,11153,I
55793,14080,I
55766,16884,I
55794,13203,I
55757,22727,I
55769,14243,I
55761,24223,I
55765,19135,I
55789,13069,I
55807,19993,I
56198,23697,I
56204,15385,I
56195,11195,I
56220,24819,I
56635,11859,I
56637,12930,I
56625,15294,I
56622,18845,I
56633,11836,I
56616,23003,I
56621,19219,I
56617,21657,I
56609,11304,I
56974,23389,I
56997,11696,I
57005,25379,I
56982,17486,I
56970,27221,I
56995,13067,I
57606,23280,I
57611,17274,I
57620,11313,I
57614,14113,I
57608,21456,I
57602,25207,I
57629,22115,I
58061,11772,I
58067,25387,I
58058,20385,I
58036,28614,I
58043,22211,I
58045,15967,I
58897,20006,I
58880,11871,I
58863,20125,I
58896,25079,I
58862,20331,I
58849,27217,I
58892,28859,I
58885,14335,I
58840,11804,I
58886,13396,I
58847,11699,I
59643,17361,I
59623,13896,I
59612,11935,I
59624,13657,I
59591,24651,I
59594,23891,I
59592,23200,I
59626,14377,I
59619,13337,I
59617,12365,I
59581,11864,I
59595,22158,I
60140,22376,I
60131,27675,I
60175,20319,I
60138,25859,I
60137,25183,I
60143,20507,I
60169,25402,I
60139,25764,I
60172,23154,I
60171,25285,I
60690,25412,I
60695,17464,I
60652,11225,I
60675,12204,I
60680,13978,I
60656,23817,I
60655,24965,I
60671,11279,I
60679,19657,I
60692,17669,I
61181,125,S
61224,618,S
61219,691,S
61191,305,S
61239,414,S
61192,252,S
61209,594,S
63274,251,S
63200,233,S
63221,593,S
63167,684,S
63147,36,S
63182,522,S
63219,108,S
63175,540,S
63199,107,S
63135,558,S
63264,432,S
63279,666,S
63163,89,S
63125,378,S
63232,396,S
63137,667,S
63184,359,S
65262,636,S
65237,72,S
65236,54,S
65245,179,S
65308,503,S
65302,143,S
65276,126,S
65321,576,S
65153,557,S
65194,53,S
65257,539,S
65152,216,S
67263,125,S
67314,414,S
67350,305,S
67284,594,S
67271,618,S
67282,691,S
67291,252,S
69499,593,S
69402,36,S
69473,378,S
69467,522,S
69489,107,S
69462,540,S
69442,233,S
69544,666,S
69507,432,S
69481,558,S
69476,667,S
69450,684,S
69440,396,S
69526,108,S
69523,251,S
69493,89,S
69438,270,S
69534,359,S
71908,126,S
71929,503,S
71824,72,S
71949,54,S
71873,53,S
71939,636,S
71778,557,S
71940,576,S
71894,539,S
71852,216,S
71947,179,S
43687,269,S
43682,486,S
43673,618,S
43688,161,S
43883,684,S
43851,558,S
43908,432,S
43907,342,S
43858,36,S
43870,107,S
43878,144,S
43876,270,S
44131,576,S
44114,575,S
44117,143,S
44129,54,S
44123,503,S
44074,216,S
44311,269,S
44307,486,S
44303,252,S
44280,215,S
44313,161,S
44293,618,S
44522,270,S
44559,342,S
44494,558,S
44531,684,S
44502,36,S
44558,432,S
44491,162,S
44524,144,S
44515,107,S
44789,503,S
44782,143,S
44800,576,S
44778,575,S
44784,126,S
44740,216,S
44797,54,S
45063,486,S
45069,161,S
45067,269,S
45053,618,S
45285,36,S
45271,162,S
45302,270,S
45333,432,S
45297,107,S
45304,144,S
45277,558,S
45309,684,S
45335,342,S
45517,216,S
45562,126,S
45575,54,S
45573,576,S
45561,143,S
45556,575,S
45567,503,S
45803,486,S
45807,269,S
45809,161,S
45793,618,S
46043,36,S
46027,162,S
46061,144,S
46036,558,S
46054,107,S
46068,684,S
46097,432,S
46059,270,S
46095,342,S
46363,575,S
46385,54,S
46324,216,S
46386,576,S
46369,126,S
46368,143,S
46376,503,S
46659,161,S
46655,414,S
46640,252,S
46666,234,S
46610,125,S
46620,618,S
46633,594,S
46977,107,S
46961,36,S
46993,233,S
47025,666,S
47021,359,S
47052,642,S
47011,540,S
46934,162,S
47001,684,S
46948,558,S
47050,432,S
46986,89,S
46994,396,S
46947,667,S
47055,108,S
47450,54,S
47395,72,S
47446,636,S
47430,143,S
47421,575,S
47432,126,S
47453,576,S
47351,216,S
47710,269,S
47685,594,S
47664,125,S
47718,234,S
47730,252,S
47713,161,S
47675,618,S
47706,414,S
48076,642,S
48034,540,S
47975,558,S
48046,359,S
48017,233,S
48026,684,S
48021,396,S
47976,667,S
48002,107,S
47983,36,S
48011,89,S
48077,108,S
48050,666,S
48073,432,S
48377,690,S
48392,54,S
48336,72,S
48368,143,S
48394,576,S
48361,575,S
48371,126,S
48290,216,S
48781,269,S
48776,414,S
48788,234,S
48751,618,S
48783,161,S
48770,594,S
48739,252,S
48753,125,S
49050,36,S
49068,540,S
49157,642,S
49108,107,S
49084,667,S
49115,666,S
49057,89,S
49169,684,S
49117,396,S
49113,233,S
49123,558,S
49156,432,S
49158,108,S
49545,636,S
49531,126,S
49476,575,S
49530,143,S
49446,216,S
49518,54,S
49479,72,S
49547,576,S
49536,690,S
49864,618,S
49874,269,S
49894,252,S
49877,414,S
49825,125,S
49843,594,S
49888,234,S
49881,161,S
50263,667,S
50235,684,S
50259,558,S
50278,270,S
50283,432,S
50277,107,S
50264,36,S
50258,359,S
50290,666,S
50243,540,S
50311,108,S
50312,642,S
50228,396,S
50280,233,S
50425,27421,I
50706,216,S
50732,503,S
50755,636,S
50741,143,S
50704,575,S
50727,54,S
50683,72,S
50733,126,S
51111,594,S
51157,414,S
51088,125,S
51101,618,S
51112,691,S
51141,252,S
51119,305,S
51741,89,S
51748,233,S
51762,684,S
51778,359,S
51725,107,S
51784,558,S
51790,667,S
51770,540,S
51743,270,S
51866,251,S
51860,666,S
51841,432,S
51782,521,S
51747,396,S
51810,108,S
51794,378,S
51776,522,S
53556,53,S
53570,54,S
53567,179,S
53564,636,S
53534,216,S
53585,126,S
53620,576,S
53560,539,S
53506,72,S
53537,557,S
55239,125,S
55261,594,S
55259,691,S
55330,252,S
55248,618,S
55301,414,S
55329,305,S
57063,396,S
57140,359,S
57123,432,S
57101,558,S
57098,667,S
57091,378,S
57087,522,S
57117,251,S
57146,593,S
57076,684,S
57114,270,S
57065,233,S
57112,107,S
57125,108,S
57102,162,S
57141,666,S
57164,540,S
57060,89,S
58950,72,S
59006,576,S
59075,179,S
58976,216,S
58903,557,S
59012,539,S
59056,503,S
59007,636,S
59032,126,S
58945,53,S
59074,54,S
73288,15324,I
59796,11732,I
69179,12956,I
71581,21249,I
52124,27040,I
70064,13145,I
58451,17120,I
61146,12956,I
64253,11732,I
61221,220,S
61234,431,S
61174,622,S
61189,670,S
61206,646,S
61240,660,S
61210,523,S
61201,183,S
63160,527,S
63205,310,S
63215,348,S
63152,363,S
63162,22,S
63286,323,S
63123,18,S
63194,381,S
63257,79,S
63291,546,S
63183,237,S
63191,377,S
63193,360,S
63226,287,S
63165,468,S
65311,544,S
65281,454,S
65314,695,S
65195,197,S
65221,327,S
65313,400,S
65178,306,S
65301,39,S
65215,418,S
65309,543,S
65261,223,S
65205,579,S
65155,149,S
67299,183,S
67327,660,S
67280,670,S
67262,622,S
67267,220,S
67347,523,S
67332,431,S
69495,22,S
69424,310,S
69562,287,S
69492,606,S
69416,377,S
69561,546,S
69559,348,S
69468,237,S
69463,148,S
69393,18,S
69503,79,S
69418,381,S
69425,527,S
69480,360,S
69547,323,S
69414,363,S
71907,454,S
71931,400,S
71864,418,S
71819,197,S
71798,306,S
71803,327,S
71930,543,S
71887,695,S
71779,149,S
71897,223,S
71884,544,S
71912,39,S
71837,579,S
43667,646,S
43690,431,S
43670,504,S
43675,670,S
43915,287,S
43843,18,S
43884,623,S
43899,364,S
43874,22,S
43871,527,S
43881,346,S
43916,348,S
44097,418,S
44125,238,S
44105,453,S
44110,579,S
44118,222,S
44079,57,S
44096,180,S
44076,562,S
44289,504,S
44316,431,S
44296,670,S
44292,643,S
44287,646,S
44503,198,S
44543,58,S
44530,623,S
44519,22,S
44487,18,S
44536,148,S
44517,527,S
44482,129,S
44569,348,S
44528,346,S
44550,364,S
44568,287,S
44758,418,S
44772,579,S
44767,453,S
44785,111,S
44759,180,S
44780,222,S
44793,238,S
44742,57,S
45071,431,S
45055,670,S
45048,504,S
45051,643,S
45045,646,S
45343,348,S
45308,623,S
45281,198,S
45298,527,S
45307,346,S
45266,18,S
45326,364,S
45519,562,S
45550,579,S
45557,222,S
45539,180,S
45547,453,S
45569,238,S
45538,418,S
45520,57,S
45791,643,S
45812,431,S
45787,504,S
45795,670,S
45785,646,S
46026,18,S
46106,287,S
46066,346,S
46040,198,S
46107,348,S
46067,623,S
46087,364,S
46055,527,S
46081,58,S
46078,148,S
46367,222,S
46371,111,S
46344,418,S
46358,579,S
46346,180,S
46353,453,S
46325,57,S
46378,238,S
46629,670,S
46621,643,S
46662,660,S
46605,622,S
46656,274,S
46651,183,S
46664,431,S
46671,523,S
47063,348,S
47022,58,S
46956,198,S
46969,381,S
46968,377,S
46979,310,S
47041,79,S
46980,527,S
46931,18,S
47065,546,S
47020,237,S
46989,22,S
46999,468,S
47064,694,S
47030,323,S
47440,695,S
47429,111,S
47393,472,S
47419,147,S
47378,327,S
47384,418,S
47426,222,S
47394,197,S
47428,39,S
47409,579,S
47364,306,S
47352,149,S
47459,395,S
47659,622,S
47707,274,S
47702,183,S
47674,643,S
47716,660,S
47724,523,S
47683,670,S
47714,431,S
47996,381,S
48089,546,S
48004,527,S
48013,22,S
47987,198,S
48044,58,S
48091,694,S
48065,79,S
48003,310,S
48045,237,S
47962,18,S
48024,468,S
47995,377,S
48342,395,S
48360,147,S
48318,327,S
48379,695,S
48305,306,S
48292,149,S
48349,579,S
48382,544,S
48334,472,S
48372,111,S
48367,39,S
48325,418,S
48333,197,S
48288,288,S
48773,643,S
48731,622,S
48791,523,S
48786,660,S
48785,431,S
48735,670,S
48748,183,S
49166,546,S
49080,237,S
49040,18,S
49147,79,S
49077,148,S
49168,694,S
49093,381,S
49067,598,S
49131,348,S
49116,527,S
49135,323,S
49130,22,S
49128,198,S
49119,377,S
49499,327,S
49475,219,S
49542,695,S
49465,579,S
49502,418,S
49477,147,S
49447,288,S
49448,562,S
49455,306,S
49492,149,S
49512,197,S
49537,238,S
49514,472,S
49529,39,S
49859,643,S
49880,274,S
49823,622,S
49893,523,S
49837,670,S
49870,660,S
49885,431,S
49853,183,S
50189,18,S
50256,237,S
50211,377,S
50221,527,S
50247,598,S
50304,79,S
50219,310,S
50322,546,S
50320,694,S
50255,58,S
50285,323,S
50319,348,S
50274,22,S
50201,198,S
50213,381,S
50712,418,S
50675,327,S
50682,197,S
50714,306,S
50711,288,S
50742,39,S
50751,695,S
50659,562,S
50696,579,S
50705,147,S
50690,395,S
50734,544,S
50661,149,S
50731,543,S
51140,660,S
51149,431,S
51151,523,S
51129,183,S
51091,220,S
51085,622,S
51105,670,S
51873,694,S
51828,79,S
51719,360,S
51807,22,S
51731,310,S
51749,606,S
51709,198,S
51862,323,S
51822,546,S
51730,527,S
51691,18,S
51717,377,S
51716,363,S
51720,381,S
51813,348,S
51777,237,S
53611,695,S
53526,579,S
53499,197,S
53471,306,S
53591,39,S
53548,418,S
53612,400,S
53561,544,S
53454,149,S
53480,327,S
53587,543,S
53582,223,S
53590,454,S
55302,431,S
55314,183,S
55324,523,S
55257,670,S
55238,622,S
55294,660,S
55242,220,S
57186,546,S
57038,377,S
57041,363,S
57113,22,S
57052,310,S
57040,360,S
57116,606,S
57121,79,S
57037,381,S
57124,348,S
57148,237,S
57129,323,S
57165,148,S
57015,18,S
57049,527,S
59005,472,S
58944,197,S
59016,223,S
58921,306,S
58928,327,S
59015,543,S
59058,544,S
58970,579,S
59040,454,S
58906,149,S
58996,418,S
59051,39,S
59025,400,S
59009,238,S
59057,695,S
72686,11676,I
63511,27503,I
58620,13291,I
64621,11676,I
60985,18315,I
70618,22124,I
56590,16668,I
71714,27657,I
50567,27286,I
61188,331,S
61243,221,S
61290,23011,I
61200,205,S
61268,275,S
61269,11792,I
61280,11891,I
61302,14486,I
61264,166,S
61178,510,S
61203,421,S
61300,13164,I
61284,27477,I
61227,491,S
61294,17396,I
61193,4,S
61299,12411,I
61212,95,S
61247,292,S
61261,94,S
61282,11306,I
61292,22012,I
61211,437,S
61236,41,S
61251,597,S
61220,383,S
61255,241,S
61184,599,S
61218,475,S
61749,17436,I
61780,20422,I
61777,23238,I
61744,20485,I
61779,22784,I
61746,18820,I
61741,22025,I
61755,15165,I
61742,21328,I
61756,13913,I
62260,15545,I
62257,20435,I
62233,11949,I
62278,25432,I
62254,21761,I
62259,17179,I
62280,17566,I
62246,11230,I
62269,13162,I
63263,257,S
63285,436,S
63355,23058,I
63240,131,S
63213,97,S
63243,607,S
63319,14241,I
63180,167,S
63212,385,S
63252,309,S
63192,77,S
63262,255,S
63155,258,S
63271,313,S
63201,328,S
63283,312,S
63187,471,S
63342,15388,I
63352,26091,I
63258,399,S
63313,16677,I
63277,493,S
63261,529,S
63335,18947,I
63150,610,S
63280,435,S
63316,14748,I
63146,259,S
63317,16017,I
63306,26712,I
63251,345,S
63288,563,S
63275,492,S
63843,24616,I
63862,15200,I
63846,18669,I
63842,27481,I
63844,23271,I
63841,26345,I
63847,17602,I
63852,13940,I
64324,20522,I
64373,17576,I
64315,29235,I
64366,26082,I
64372,20654,I
64328,18343,I
64369,23056,I
64348,11962,I
64368,23036,I
64370,23358,I
64314,29328,I
64321,24626,I
65340,27039,I
65307,5,S
65176,420,S
65294,489,S
65387,23399,I
65223,382,S
65374,15949,I
65168,509,S
65266,112,S
65384,26610,I
65352,18087,I
65209,187,S
65161,59,S
65310,3,S
65183,624,S
65180,23,S
65160,24,S
65167,311,S
65193,276,S
65279,25,S
65285,674,S
65277,201,S
65289,609,S
65219,561,S
65244,295,S
65239,473,S
65388,23392,I
65184,186,S
65306,75,S
65157,582,S
65386,23382,I
65232,490,S
65300,165,S
65370,15899,I
65269,648,S
65181,649,S
65315,21,S
65349,21786,I
65227,202,S
65287,6,S
65291,291,S
65299,151,S
65353,19656,I
65303,61,S
65304,113,S
65293,277,S
65819,28084,I
65850,15769,I
65866,17860,I
65823,24935,I
65869,18120,I
65846,13061,I
65861,25955,I
65862,23136,I
65863,23365,I
65867,18096,I
65859,26684,I
65818,29199,I
65827,20095,I
65821,25369,I
65870,17869,I
65831,14273,I
65822,24985,I
65817,11210,I
65871,18056,I
66338,21430,I
66331,24950,I
66365,17859,I
66351,16094,I
66355,15961,I
66337,21694,I
66354,15954,I
66364,21274,I
66352,13715,I
67365,21744,I
67274,437,S
67364,23304,I
67387,16148,I
67404,18409,I
67368,18750,I
67325,221,S
67359,27398,I
67395,27114,I
67318,292,S
67292,4,S
67320,166,S
67290,41,S
67298,205,S
67307,383,S
67397,23701,I
67273,475,S
67403,18360,I
67287,491,S
67301,421,S
67311,95,S
67362,22723,I
67279,331,S
67358,11655,I
67326,597,S
67330,94,S
67336,241,S
67398,21486,I
67305,599,S
67385,16126,I
67400,21369,I
67920,19767,I
67947,23742,I
67939,16871,I
67917,24954,I
67940,16818,I
67912,28335,I
67922,20022,I
67952,18361,I
67954,21268,I
67924,17435,I
67936,14889,I
67913,26479,I
67941,16095,I
68461,18366,I
68418,25277,I
68425,18575,I
68450,27105,I
68454,27274,I
68438,14515,I
68451,24793,I
68416,27915,I
68458,19769,I
68424,18784,I
68455,25969,I
68422,21755,I
68441,16852,I
68457,23781,I
69515,255,S
69636,26015,I
69641,18564,I
69486,471,S
69584,29161,I
69617,17555,I
69512,399,S
69532,312,S
69409,259,S
69566,12708,I
69441,97,S
69637,27541,I
69583,11049,I
69638,24942,I
69466,167,S
69549,607,S
69453,492,S
69601,18076,I
69514,313,S
69600,21454,I
69536,435,S
69621,17416,I
69616,20644,I
69545,436,S
69528,309,S
69546,493,S
69411,77,S
69505,385,S
69527,257,S
69509,131,S
69417,258,S
69517,563,S
69412,328,S
69501,345,S
69598,21399,I
69619,13402,I
69539,529,S
69620,17415,I
